"blas multithreaded","tamano","threads","seg","icc omp+mkl","tamano","threads omp","threads mkl: sin ajuste dinamico/con ajuste","segundos","gcc omp+mkl","tamano","threads omp","threads mkl: sin ajuste dinamico/con ajuste","segundos","icc omp+atlas","tamano","threads omp","threads mkl: sin ajuste dinamico/con ajuste","segundos","gcc omp+atlas","tamano","threads omp","threads mkl: sin ajuste dinamico/con ajuste","segundos"
,,,,,5000,3,11,13.907519,,,,,,,,,,,,,,,
,,,,,5000,3,12,1.339607,,,,,,,,,,,,,,,
,,,,,5000,3,12,13.908027,,,,,,,,,,,,,,,
,,,,,5000,3,13,1.206871,,,,,,,,,,,,,,,
,,,,,5000,3,13,13.908491,,,,,,,,,,,,,,,
,,,,,5000,3,14,1.133923,,,,,,,,,,,,,,,
,,,,,5000,3,14,13.908100,,,,,,,,,,,,,,,
,,,,,5000,3,15,1.088452,,,,,,,,,,,,,,,
,,,,,5000,3,15,13.924269,,,,,,,,,,,,,,,
,,,,,5000,3,16,1.079752,,,,,,,,,,,,,,,
,,,,,5000,3,16,13.924844,,,,,,,,,,,,,,,
,,,,,5000,3,17,1.097370,,,,,,,,,,,,,,,
,,,,,5000,3,17,13.907821,,,,,,,,,,,,,,,
,,,,,5000,3,18,1.122758,,,,,,,,,,,,,,,
,,,,,5000,3,18,13.908894,,,,,,,,,,,,,,,
,,,,,5000,3,19,1.127251,,,,,,,,,,,,,,,
,,,,,5000,3,19,13.925369,,,,,,,,,,,,,,,
,,,,,5000,3,20,0.877332,,,,,,,,,,,,,,,
,,,,,5000,3,20,13.906665,,,,,,,,,,,,,,,
,,,,,5000,3,21,0.828600,,,,,,,,,,,,,,,
,,,,,5000,3,21,13.905076,,,,,,,,,,,,,,,
,,,,,5000,3,22,0.868904,,,,,,,,,,,,,,,
,,,,,5000,3,22,13.907781,,,,,,,,,,,,,,,
,,,,,5000,3,23,0.900910,,,,,,,,,,,,,,,
,,,,,5000,3,23,13.917389,,,,,,,,,,,,,,,
,,,,,5000,3,24,0.885355,,,,,,,,,,,,,,,
,,,,,5000,3,24,13.925428,,,,,,,,,,,,,,,
,,,,,5000,3,25,0.912713,,,,,,,,,,,,,,,
,,,,,5000,3,25,13.903451,,,,,,,,,,,,,,,
,,,,,5000,3,26,0.934780,,,,,,,,,,,,,,,
,,,,,5000,3,26,13.924538,,,,,,,,,,,,,,,
,,,,,5000,3,27,0.992186,,,,,,,,,,,,,,,
,,,,,5000,3,27,13.924289,,,,,,,,,,,,,,,
,,,,,5000,3,28,1.017541,,,,,,,,,,,,,,,
,,,,,5000,3,28,13.924811,,,,,,,,,,,,,,,
,,,,,5000,3,29,1.027342,,,,,,,,,,,,,,,
,,,,,5000,3,29,13.904458,,,,,,,,,,,,,,,
,,,,,5000,3,30,1.076733,,,,,,,,,,,,,,,
,,,,,5000,3,30,13.924888,,,,,,,,,,,,,,,
,,,,,5000,3,31,1.100797,,,,,,,,,,,,,,,
,,,,,5000,3,31,13.903938,,,,,,,,,,,,,,,
,,,,,5000,3,32,1.107937,,,,,,,,,,,,,,,
,,,,,5000,3,32,13.909008,,,,,,,,,,,,,,,
,,,,,5000,3,33,1.134380,,,,,,,,,,,,,,,
,,,,,5000,3,33,13.907379,,,,,,,,,,,,,,,
,,,,,5000,3,34,1.166795,,,,,,,,,,,,,,,
,,,,,5000,3,34,13.924120,,,,,,,,,,,,,,,
,,,,,5000,3,35,1.212949,,,,,,,,,,,,,,,
,,,,,5000,3,35,14.063919,,,,,,,,,,,,,,,
,,,,,5000,3,36,1.242164,,,,,,,,,,,,,,,
,,,,,5000,3,36,13.907490,,,,,,,,,,,,,,,
,,,,,5000,3,37,1.257391,,,,,,,,,,,,,,,
,,,,,5000,3,37,13.924370,,,,,,,,,,,,,,,
,,,,,5000,3,38,1.297833,,,,,,,,,,,,,,,
,,,,,5000,3,38,13.903819,,,,,,,,,,,,,,,
,,,,,5000,3,39,0.742502,,,,,,,,,,,,,,,
,,,,,5000,3,39,13.908547,,,,,,,,,,,,,,,
,,,,,5000,3,40,0.776857,,,,,,,,,,,,,,,
,,,,,5000,3,40,13.925103,,,,,,,,,,,,,,,
,,,,,5000,3,41,0.870081,,,,,,,,,,,,,,,
,,,,,5000,3,41,13.926539,,,,,,,,,,,,,,,
,,,,,5000,3,42,0.814027,,,,,,,,,,,,,,,
,,,,,5000,3,42,13.925485,,,,,,,,,,,,,,,
,,,,,5000,4,1,10.458318,,,,,,,,,,,,,,,
,,,,,5000,4,1,10.457150,,,,,,,,,,,,,,,
,,,,,5000,4,2,5.319834,,,,,,,,,,,,,,,
,,,,,5000,4,2,10.457057,,,,,,,,,,,,,,,
,,,,,5000,4,3,3.658666,,,,,,,,,,,,,,,
,,,,,5000,4,3,10.485101,,,,,,,,,,,,,,,
,,,,,5000,4,4,2.761736,,,,,,,,,,,,,,,
,,,,,5000,4,4,10.485991,,,,,,,,,,,,,,,
,,,,,5000,4,5,2.225948,,,,,,,,,,,,,,,
,,,,,5000,4,5,10.457812,,,,,,,,,,,,,,,
,,,,,5000,4,6,1.862912,,,,,,,,,,,,,,,
,,,,,5000,4,6,10.457024,,,,,,,,,,,,,,,
,,,,,5000,4,7,1.599739,,,,,,,,,,,,,,,
,,,,,5000,4,7,10.463638,,,,,,,,,,,,,,,
,,,,,5000,4,8,1.441640,,,,,,,,,,,,,,,
,,,,,5000,4,8,10.457254,,,,,,,,,,,,,,,
,,,,,5000,4,9,1.348714,,,,,,,,,,,,,,,
,,,,,5000,4,9,10.457927,,,,,,,,,,,,,,,
,,,,,5000,4,10,1.160191,,,,,,,,,,,,,,,
,,,,,5000,4,10,10.486568,,,,,,,,,,,,,,,
,,,,,5000,4,11,1.124989,,,,,,,,,,,,,,,
,,,,,5000,4,11,10.485426,,,,,,,,,,,,,,,
,,,,,5000,4,12,1.122887,,,,,,,,,,,,,,,
,,,,,5000,4,12,10.457499,,,,,,,,,,,,,,,
,,,,,5000,4,13,0.967642,,,,,,,,,,,,,,,
,,,,,5000,4,13,10.464798,,,,,,,,,,,,,,,
,,,,,5000,4,14,0.931878,,,,,,,,,,,,,,,
,,,,,5000,4,14,10.464330,,,,,,,,,,,,,,,
,,,,,5000,4,15,0.966592,,,,,,,,,,,,,,,
,,,,,5000,4,15,10.486862,,,,,,,,,,,,,,,
,,,,,5000,4,16,0.942826,,,,,,,,,,,,,,,
,,,,,5000,4,16,10.485768,,,,,,,,,,,,,,,
,,,,,5000,4,17,0.981869,,,,,,,,,,,,,,,
,,,,,5000,4,17,10.485367,,,,,,,,,,,,,,,
,,,,,5000,4,18,1.017625,,,,,,,,,,,,,,,
,,,,,5000,4,18,10.485446,,,,,,,,,,,,,,,
,,,,,5000,4,19,1.040313,,,,,,,,,,,,,,,
,,,,,5000,4,19,10.484932,,,,,,,,,,,,,,,
,,,,,5000,4,20,0.823477,,,,,,,,,,,,,,,
,,,,,5000,4,20,10.457806,,,,,,,,,,,,,,,
,,,,,5000,4,21,0.849928,,,,,,,,,,,,,,,
,,,,,5000,4,21,10.464693,,,,,,,,,,,,,,,
,,,,,5000,4,22,0.865549,,,,,,,,,,,,,,,
,,,,,5000,4,22,10.464852,,,,,,,,,,,,,,,
,,,,,5000,4,23,0.894301,,,,,,,,,,,,,,,
,,,,,5000,4,23,10.485007,,,,,,,,,,,,,,,
,,,,,5000,4,24,0.897463,,,,,,,,,,,,,,,
,,,,,5000,4,24,10.483271,,,,,,,,,,,,,,,
,,,,,5000,4,25,0.933705,,,,,,,,,,,,,,,
,,,,,5000,4,25,10.483648,,,,,,,,,,,,,,,
,,,,,5000,4,26,0.961322,,,,,,,,,,,,,,,
,,,,,5000,4,26,10.465379,,,,,,,,,,,,,,,
,,,,,5000,4,27,1.018419,,,,,,,,,,,,,,,
,,,,,5000,4,27,10.464344,,,,,,,,,,,,,,,
,,,,,5000,4,28,1.045433,,,,,,,,,,,,,,,
,,,,,5000,4,28,10.485807,,,,,,,,,,,,,,,
,,,,,5000,4,29,1.063582,,,,,,,,,,,,,,,
,,,,,5000,4,29,10.464451,,,,,,,,,,,,,,,
,,,,,5000,4,30,1.103925,,,,,,,,,,,,,,,
,,,,,5000,4,30,10.485723,,,,,,,,,,,,,,,
,,,,,5000,4,31,1.125645,,,,,,,,,,,,,,,
,,,,,5000,4,31,10.483419,,,,,,,,,,,,,,,
,,,,,5000,4,32,1.142536,,,,,,,,,,,,,,,
,,,,,5000,4,32,10.464038,,,,,,,,,,,,,,,
,,,,,5000,5,1,8.425941,,,,,,,,,,,,,,,
,,,,,5000,5,1,8.393936,,,,,,,,,,,,,,,
,,,,,5000,5,2,4.257506,,,,,,,,,,,,,,,
,,,,,5000,5,2,8.392982,,,,,,,,,,,,,,,
,,,,,5000,5,3,2.912383,,,,,,,,,,,,,,,
,,,,,5000,5,3,8.465944,,,,,,,,,,,,,,,
,,,,,5000,5,4,2.191853,,,,,,,,,,,,,,,
,,,,,5000,5,4,8.465641,,,,,,,,,,,,,,,
,,,,,5000,5,5,1.769118,,,,,,,,,,,,,,,
,,,,,5000,5,5,8.419942,,,,,,,,,,,,,,,
,,,,,5000,5,6,1.504599,,,,,,,,,,,,,,,
,,,,,5000,5,6,8.484230,,,,,,,,,,,,,,,
,,,,,5000,5,7,1.293189,,,,,,,,,,,,,,,
,,,,,5000,5,7,8.478616,,,,,,,,,,,,,,,
,,,,,5000,5,8,1.154429,,,,,,,,,,,,,,,
,,,,,5000,5,8,8.449206,,,,,,,,,,,,,,,
,,,,,5000,5,9,1.102943,,,,,,,,,,,,,,,
,,,,,5000,5,9,8.462320,,,,,,,,,,,,,,,
,,,,,5000,5,10,0.948430,,,,,,,,,,,,,,,
,,,,,5000,5,10,8.484949,,,,,,,,,,,,,,,
,,,,,5000,5,11,0.921709,,,,,,,,,,,,,,,
,,,,,5000,5,11,8.484823,,,,,,,,,,,,,,,
,,,,,5000,5,12,0.931964,,,,,,,,,,,,,,,
,,,,,5000,5,12,8.465482,,,,,,,,,,,,,,,
,,,,,5000,5,13,0.813408,,,,,,,,,,,,,,,
,,,,,5000,5,13,8.484370,,,,,,,,,,,,,,,
,,,,,5000,5,14,0.792802,,,,,,,,,,,,,,,
,,,,,5000,5,14,8.459016,,,,,,,,,,,,,,,
,,,,,5000,5,15,0.849754,,,,,,,,,,,,,,,
,,,,,5000,5,15,8.459664,,,,,,,,,,,,,,,
,,,,,5000,5,16,0.854738,,,,,,,,,,,,,,,
,,,,,5000,5,16,8.487404,,,,,,,,,,,,,,,
,,,,,5000,5,17,0.897378,,,,,,,,,,,,,,,
,,,,,5000,5,17,8.485213,,,,,,,,,,,,,,,
,,,,,5000,5,18,0.936807,,,,,,,,,,,,,,,
,,,,,5000,5,18,8.485977,,,,,,,,,,,,,,,
,,,,,5000,5,19,0.979493,,,,,,,,,,,,,,,
,,,,,5000,5,19,8.475507,,,,,,,,,,,,,,,
,,,,,5000,5,20,0.771332,,,,,,,,,,,,,,,
,,,,,5000,5,20,8.465899,,,,,,,,,,,,,,,
,,,,,5000,5,21,0.801766,,,,,,,,,,,,,,,
,,,,,5000,5,21,8.457309,,,,,,,,,,,,,,,
,,,,,5000,5,22,0.807847,,,,,,,,,,,,,,,
,,,,,5000,5,22,8.465607,,,,,,,,,,,,,,,
,,,,,5000,5,23,0.861348,,,,,,,,,,,,,,,
,,,,,5000,5,23,8.392146,,,,,,,,,,,,,,,
,,,,,5000,5,24,0.845318,,,,,,,,,,,,,,,
,,,,,5000,5,24,8.484515,,,,,,,,,,,,,,,
,,,,,5000,5,25,0.879892,,,,,,,,,,,,,,,
,,,,,5000,5,25,8.454317,,,,,,,,,,,,,,,
,,,,,5000,6,1,7.143632,,,,,,,,,,,,,,,
,,,,,5000,6,1,7.141780,,,,,,,,,,,,,,,
,,,,,5000,6,2,3.611456,,,,,,,,,,,,,,,
,,,,,5000,6,2,7.135097,,,,,,,,,,,,,,,
,,,,,5000,6,3,2.471089,,,,,,,,,,,,,,,
,,,,,5000,6,3,7.141818,,,,,,,,,,,,,,,
,,,,,5000,6,4,1.844673,,,,,,,,,,,,,,,
,,,,,5000,6,4,7.142136,,,,,,,,,,,,,,,
,,,,,5000,6,5,1.512780,,,,,,,,,,,,,,,
,,,,,5000,6,5,7.145124,,,,,,,,,,,,,,,
,,,,,5000,6,6,1.289642,,,,,,,,,,,,,,,
,,,,,5000,6,6,7.141713,,,,,,,,,,,,,,,
,,,,,5000,6,7,1.127429,,,,,,,,,,,,,,,
,,,,,5000,6,7,7.142090,,,,,,,,,,,,,,,
,,,,,5000,6,8,0.997624,,,,,,,,,,,,,,,
,,,,,5000,6,8,7.142172,,,,,,,,,,,,,,,
,,,,,5000,6,9,0.963472,,,,,,,,,,,,,,,
,,,,,5000,6,9,7.142155,,,,,,,,,,,,,,,
,,,,,5000,6,10,0.829129,,,,,,,,,,,,,,,
,,,,,5000,6,10,7.141983,,,,,,,,,,,,,,,
,,,,,5000,6,11,0.848129,,,,,,,,,,,,,,,
,,,,,5000,6,11,7.143729,,,,,,,,,,,,,,,
,,,,,5000,6,12,0.878551,,,,,,,,,,,,,,,
,,,,,5000,6,12,7.139559,,,,,,,,,,,,,,,
,,,,,5000,6,13,0.754502,,,,,,,,,,,,,,,
,,,,,5000,6,13,7.142281,,,,,,,,,,,,,,,
,,,,,5000,6,14,0.784768,,,,,,,,,,,,,,,
,,,,,5000,6,14,7.149683,,,,,,,,,,,,,,,
,,,,,5000,6,15,0.853985,,,,,,,,,,,,,,,
,,,,,5000,6,15,7.150889,,,,,,,,,,,,,,,
,,,,,5000,6,16,0.860757,,,,,,,,,,,,,,,
,,,,,5000,6,16,7.141175,,,,,,,,,,,,,,,
,,,,,5000,6,17,0.911827,,,,,,,,,,,,,,,
,,,,,5000,6,17,7.142386,,,,,,,,,,,,,,,
,,,,,5000,6,18,0.958182,,,,,,,,,,,,,,,
,,,,,5000,6,18,7.148455,,,,,,,,,,,,,,,
,,,,,5000,6,19,1.010005,,,,,,,,,,,,,,,
,,,,,5000,6,19,7.142167,,,,,,,,,,,,,,,
,,,,,5000,6,20,0.758259,,,,,,,,,,,,,,,
,,,,,5000,6,20,7.141335,,,,,,,,,,,,,,,
,,,,,5000,6,21,0.806025,,,,,,,,,,,,,,,
,,,,,5000,6,21,7.153616,,,,,,,,,,,,,,,
,,,,,5000,7,1,6.156328,,,,,,,,,,,,,,,
,,,,,5000,7,1,6.142490,,,,,,,,,,,,,,,
,,,,,5000,7,2,3.074055,,,,,,,,,,,,,,,
,,,,,5000,7,2,6.152031,,,,,,,,,,,,,,,
,,,,,5000,7,3,2.152632,,,,,,,,,,,,,,,
,,,,,5000,7,3,6.144270,,,,,,,,,,,,,,,
,,,,,5000,7,4,1.629486,,,,,,,,,,,,,,,
,,,,,5000,7,4,6.139358,,,,,,,,,,,,,,,
,,,,,5000,7,5,1.310921,,,,,,,,,,,,,,,
,,,,,5000,7,5,6.144345,,,,,,,,,,,,,,,
,,,,,5000,7,6,1.132755,,,,,,,,,,,,,,,
,,,,,5000,7,6,6.142528,,,,,,,,,,,,,,,
,,,,,5000,7,7,0.996205,,,,,,,,,,,,,,,
,,,,,5000,7,7,6.142777,,,,,,,,,,,,,,,
,,,,,5000,7,8,0.874344,,,,,,,,,,,,,,,
,,,,,5000,7,8,6.147813,,,,,,,,,,,,,,,
,,,,,5000,7,9,0.894233,,,,,,,,,,,,,,,
,,,,,5000,7,9,6.141661,,,,,,,,,,,,,,,
,,,,,5000,7,10,0.790051,,,,,,,,,,,,,,,
,,,,,5000,7,10,6.142314,,,,,,,,,,,,,,,
,,,,,5000,7,11,0.828831,,,,,,,,,,,,,,,
,,,,,5000,7,11,6.142237,,,,,,,,,,,,,,,
,,,,,5000,7,12,0.883533,,,,,,,,,,,,,,,
,,,,,5000,7,12,6.147708,,,,,,,,,,,,,,,
,,,,,5000,7,13,0.764706,,,,,,,,,,,,,,,
,,,,,5000,7,13,6.150507,,,,,,,,,,,,,,,
,,,,,5000,7,14,0.817971,,,,,,,,,,,,,,,
,,,,,5000,7,14,6.150755,,,,,,,,,,,,,,,
,,,,,5000,7,15,0.854360,,,,,,,,,,,,,,,
,,,,,5000,7,15,6.149783,,,,,,,,,,,,,,,
,,,,,5000,7,16,0.883676,,,,,,,,,,,,,,,
,,,,,5000,7,16,6.147559,,,,,,,,,,,,,,,
,,,,,5000,7,17,0.936319,,,,,,,,,,,,,,,
,,,,,5000,7,17,6.125878,,,,,,,,,,,,,,,
,,,,,5000,7,18,0.972715,,,,,,,,,,,,,,,
,,,,,5000,7,18,6.143409,,,,,,,,,,,,,,,
,,,,,5000,8,1,5.445190,,,,,,,,,,,,,,,
,,,,,5000,8,1,5.410908,,,,,,,,,,,,,,,
,,,,,5000,8,2,2.740904,,,,,,,,,,,,,,,
,,,,,5000,8,2,5.397482,,,,,,,,,,,,,,,
,,,,,5000,8,3,1.952170,,,,,,,,,,,,,,,
,,,,,5000,8,3,5.413952,,,,,,,,,,,,,,,
,,,,,5000,8,4,1.458424,,,,,,,,,,,,,,,
,,,,,5000,8,4,5.411323,,,,,,,,,,,,,,,
,,,,,5000,8,5,1.188980,,,,,,,,,,,,,,,
,,,,,5000,8,5,5.436631,,,,,,,,,,,,,,,
,,,,,5000,8,6,1.020108,,,,,,,,,,,,,,,
,,,,,5000,8,6,5.410375,,,,,,,,,,,,,,,
,,,,,5000,8,7,0.920132,,,,,,,,,,,,,,,
,,,,,5000,8,7,5.436003,,,,,,,,,,,,,,,
,,,,,5000,8,8,0.829669,,,,,,,,,,,,,,,
,,,,,5000,8,8,5.440748,,,,,,,,,,,,,,,
,,,,,5000,8,9,0.872606,,,,,,,,,,,,,,,
,,,,,5000,8,9,5.424572,,,,,,,,,,,,,,,
,,,,,5000,8,10,0.782069,,,,,,,,,,,,,,,
,,,,,5000,8,10,5.403075,,,,,,,,,,,,,,,
,,,,,5000,8,11,0.859629,,,,,,,,,,,,,,,
,,,,,5000,8,11,5.401366,,,,,,,,,,,,,,,
,,,,,5000,8,12,0.886363,,,,,,,,,,,,,,,
,,,,,5000,8,12,5.411952,,,,,,,,,,,,,,,
,,,,,5000,8,13,0.765532,,,,,,,,,,,,,,,
,,,,,5000,8,13,5.403768,,,,,,,,,,,,,,,
,,,,,5000,8,14,0.831205,,,,,,,,,,,,,,,
,,,,,5000,8,14,5.435927,,,,,,,,,,,,,,,
,,,,,5000,8,15,0.860733,,,,,,,,,,,,,,,
,,,,,5000,8,15,5.397388,,,,,,,,,,,,,,,
,,,,,5000,8,16,0.890349,,,,,,,,,,,,,,,
,,,,,5000,8,16,5.399432,,,,,,,,,,,,,,,
,,,,,5000,9,1,4.848665,,,,,,,,,,,,,,,
,,,,,5000,9,1,4.843548,,,,,,,,,,,,,,,
,,,,,5000,9,2,2.472389,,,,,,,,,,,,,,,
,,,,,5000,9,2,4.844488,,,,,,,,,,,,,,,
,,,,,5000,9,3,1.790854,,,,,,,,,,,,,,,
,,,,,5000,9,3,4.852876,,,,,,,,,,,,,,,
,,,,,5000,9,4,1.334595,,,,,,,,,,,,,,,
,,,,,5000,9,4,4.854724,,,,,,,,,,,,,,,
,,,,,5000,9,5,1.088192,,,,,,,,,,,,,,,
,,,,,5000,9,5,4.882074,,,,,,,,,,,,,,,
,,,,,5000,9,6,0.962472,,,,,,,,,,,,,,,
,,,,,5000,9,6,4.869271,,,,,,,,,,,,,,,
,,,,,5000,9,7,0.880157,,,,,,,,,,,,,,,
,,,,,5000,9,7,4.845142,,,,,,,,,,,,,,,
,,,,,5000,9,8,0.813402,,,,,,,,,,,,,,,
,,,,,5000,9,8,4.859531,,,,,,,,,,,,,,,
,,,,,5000,9,9,0.871491,,,,,,,,,,,,,,,
,,,,,5000,9,9,4.851865,,,,,,,,,,,,,,,
,,,,,5000,9,10,0.817724,,,,,,,,,,,,,,,
,,,,,5000,9,10,4.862858,,,,,,,,,,,,,,,
,,,,,5000,9,11,0.859475,,,,,,,,,,,,,,,
,,,,,5000,9,11,4.853467,,,,,,,,,,,,,,,
,,,,,5000,9,12,0.918101,,,,,,,,,,,,,,,
,,,,,5000,9,12,4.847050,,,,,,,,,,,,,,,
,,,,,5000,9,13,0.804022,,,,,,,,,,,,,,,
,,,,,5000,9,13,4.846533,,,,,,,,,,,,,,,
,,,,,5000,9,14,0.835502,,,,,,,,,,,,,,,
,,,,,5000,9,14,4.842754,,,,,,,,,,,,,,,
,,,,,5000,10,1,4.364555,,,,,,,,,,,,,,,
,,,,,5000,10,1,4.373280,,,,,,,,,,,,,,,
,,,,,5000,10,2,2.222097,,,,,,,,,,,,,,,
,,,,,5000,10,2,4.370268,,,,,,,,,,,,,,,
,,,,,5000,10,3,1.636865,,,,,,,,,,,,,,,
,,,,,5000,10,3,4.345924,,,,,,,,,,,,,,,
,,,,,5000,10,4,1.225263,,,,,,,,,,,,,,,
,,,,,5000,10,4,4.361332,,,,,,,,,,,,,,,
,,,,,5000,10,5,1.017652,,,,,,,,,,,,,,,
,,,,,5000,10,5,4.336930,,,,,,,,,,,,,,,
,,,,,5000,10,6,0.925064,,,,,,,,,,,,,,,
,,,,,5000,10,6,4.371954,,,,,,,,,,,,,,,
,,,,,5000,10,7,0.864117,,,,,,,,,,,,,,,
,,,,,5000,10,7,4.341521,,,,,,,,,,,,,,,
,,,,,5000,10,8,0.824541,,,,,,,,,,,,,,,
,,,,,5000,10,8,4.375867,,,,,,,,,,,,,,,
,,,,,5000,10,9,0.893438,,,,,,,,,,,,,,,
,,,,,5000,10,9,4.347677,,,,,,,,,,,,,,,
,,,,,5000,10,10,0.817796,,,,,,,,,,,,,,,
,,,,,5000,10,10,4.370892,,,,,,,,,,,,,,,
,,,,,5000,10,11,0.886521,,,,,,,,,,,,,,,
,,,,,5000,10,11,4.370932,,,,,,,,,,,,,,,
,,,,,5000,10,12,0.921758,,,,,,,,,,,,,,,
,,,,,5000,10,12,4.371251,,,,,,,,,,,,,,,
,,,,,5000,11,1,3.999451,,,,,,,,,,,,,,,
,,,,,5000,11,1,4.008226,,,,,,,,,,,,,,,
,,,,,5000,11,2,2.060363,,,,,,,,,,,,,,,
,,,,,5000,11,2,4.000808,,,,,,,,,,,,,,,
,,,,,5000,11,3,1.496557,,,,,,,,,,,,,,,
,,,,,5000,11,3,4.000609,,,,,,,,,,,,,,,
,,,,,5000,11,4,1.128670,,,,,,,,,,,,,,,
,,,,,5000,11,4,4.001346,,,,,,,,,,,,,,,
,,,,,5000,11,5,0.942496,,,,,,,,,,,,,,,
,,,,,5000,11,5,3.996683,,,,,,,,,,,,,,,
,,,,,5000,11,6,0.905134,,,,,,,,,,,,,,,
,,,,,5000,11,6,4.004392,,,,,,,,,,,,,,,
,,,,,5000,11,7,0.881953,,,,,,,,,,,,,,,
,,,,,5000,11,7,4.009147,,,,,,,,,,,,,,,
,,,,,5000,11,8,0.849965,,,,,,,,,,,,,,,
,,,,,5000,11,8,3.997191,,,,,,,,,,,,,,,
,,,,,5000,11,9,0.905538,,,,,,,,,,,,,,,
,,,,,5000,11,9,4.003194,,,,,,,,,,,,,,,
,,,,,5000,11,10,0.843503,,,,,,,,,,,,,,,
,,,,,5000,11,10,4.001819,,,,,,,,,,,,,,,
,,,,,5000,11,11,0.901237,,,,,,,,,,,,,,,
,,,,,5000,11,11,4.012628,,,,,,,,,,,,,,,
,,,,,5000,12,1,3.703622,,,,,,,,,,,,,,,
,,,,,5000,12,1,3.708888,,,,,,,,,,,,,,,
,,,,,5000,12,2,1.899479,,,,,,,,,,,,,,,
,,,,,5000,12,2,3.701611,,,,,,,,,,,,,,,
,,,,,5000,12,3,1.425942,,,,,,,,,,,,,,,
,,,,,5000,12,3,3.702798,,,,,,,,,,,,,,,
,,,,,5000,12,4,1.094976,,,,,,,,,,,,,,,
,,,,,5000,12,4,3.705276,,,,,,,,,,,,,,,
,,,,,5000,12,5,0.931236,,,,,,,,,,,,,,,
,,,,,5000,12,5,3.715512,,,,,,,,,,,,,,,
,,,,,5000,12,6,0.890957,,,,,,,,,,,,,,,
,,,,,5000,12,6,3.703311,,,,,,,,,,,,,,,
,,,,,5000,12,7,0.888195,,,,,,,,,,,,,,,
,,,,,5000,12,7,3.707268,,,,,,,,,,,,,,,
,,,,,5000,12,8,0.857702,,,,,,,,,,,,,,,
,,,,,5000,12,8,3.712434,,,,,,,,,,,,,,,
,,,,,5000,12,9,0.922006,,,,,,,,,,,,,,,
,,,,,5000,12,9,3.709106,,,,,,,,,,,,,,,
,,,,,5000,12,10,0.854669,,,,,,,,,,,,,,,
,,,,,5000,12,10,3.702537,,,,,,,,,,,,,,,
,,,,,5000,13,1,3.455339,,,,,,,,,,,,,,,
,,,,,5000,13,1,3.464046,,,,,,,,,,,,,,,
,,,,,5000,13,2,1.796052,,,,,,,,,,,,,,,
,,,,,5000,13,2,3.461722,,,,,,,,,,,,,,,
,,,,,5000,13,3,1.337648,,,,,,,,,,,,,,,
,,,,,5000,13,3,3.456010,,,,,,,,,,,,,,,
,,,,,5000,13,4,1.027504,,,,,,,,,,,,,,,
,,,,,5000,13,4,3.459460,,,,,,,,,,,,,,,
,,,,,5000,13,5,0.896312,,,,,,,,,,,,,,,
,,,,,5000,13,5,3.453433,,,,,,,,,,,,,,,
,,,,,5000,13,6,0.904841,,,,,,,,,,,,,,,
,,,,,5000,13,6,3.459381,,,,,,,,,,,,,,,
,,,,,5000,13,7,0.909183,,,,,,,,,,,,,,,
,,,,,5000,13,7,3.454000,,,,,,,,,,,,,,,
,,,,,5000,13,8,0.869930,,,,,,,,,,,,,,,
,,,,,5000,13,8,3.459330,,,,,,,,,,,,,,,
,,,,,5000,13,9,0.940060,,,,,,,,,,,,,,,
,,,,,5000,13,9,3.459296,,,,,,,,,,,,,,,
,,,,,5000,14,1,3.252326,,,,,,,,,,,,,,,
,,,,,5000,14,1,3.254604,,,,,,,,,,,,,,,
,,,,,5000,14,2,1.713671,,,,,,,,,,,,,,,
,,,,,5000,14,2,3.248867,,,,,,,,,,,,,,,
,,,,,5000,14,3,1.271093,,,,,,,,,,,,,,,
,,,,,5000,14,3,3.254143,,,,,,,,,,,,,,,
,,,,,5000,14,4,1.027847,,,,,,,,,,,,,,,
,,,,,5000,14,4,3.249098,,,,,,,,,,,,,,,
,,,,,5000,14,5,0.888598,,,,,,,,,,,,,,,
,,,,,5000,14,5,3.247777,,,,,,,,,,,,,,,
,,,,,5000,14,6,0.921072,,,,,,,,,,,,,,,
,,,,,5000,14,6,3.243822,,,,,,,,,,,,,,,
,,,,,5000,14,7,0.920376,,,,,,,,,,,,,,,
,,,,,5000,14,7,3.244196,,,,,,,,,,,,,,,
,,,,,5000,14,8,0.892355,,,,,,,,,,,,,,,
,,,,,5000,14,8,3.247793,,,,,,,,,,,,,,,
,,,,,5000,14,9,0.954135,,,,,,,,,,,,,,,
,,,,,5000,14,9,3.240445,,,,,,,,,,,,,,,
,,,,,5000,15,1,3.064635,,,,,,,,,,,,,,,
,,,,,5000,15,1,3.069802,,,,,,,,,,,,,,,
,,,,,5000,15,2,1.637441,,,,,,,,,,,,,,,
,,,,,5000,15,2,3.056502,,,,,,,,,,,,,,,
,,,,,5000,15,3,1.244446,,,,,,,,,,,,,,,
,,,,,5000,15,3,3.062558,,,,,,,,,,,,,,,
,,,,,5000,15,4,0.971426,,,,,,,,,,,,,,,
,,,,,5000,15,4,3.069690,,,,,,,,,,,,,,,
,,,,,5000,15,5,0.896581,,,,,,,,,,,,,,,
,,,,,5000,15,5,3.071558,,,,,,,,,,,,,,,
,,,,,5000,15,6,0.937349,,,,,,,,,,,,,,,
,,,,,5000,15,6,3.071610,,,,,,,,,,,,,,,
,,,,,5000,15,7,0.930728,,,,,,,,,,,,,,,
,,,,,5000,15,7,3.073201,,,,,,,,,,,,,,,
